Year,Category,Nominee,Won?
1964,Costume Design,"Hush...Hush, Sweet Charlotte",NO
1964,Costume Design,Kisses for My President,NO
1964,Costume Design,The Night of the Iguana,YES
1964,Costume Design,The Visit,NO
1964,Costume Design,Becket,NO
1964,Costume Design,Mary Poppins,NO
1964,Costume Design,My Fair Lady,YES
1964,Costume Design,The Unsinkable Molly Brown,NO
1964,Costume Design,What a Way to Go!,NO
1964,Directing,Becket,NO
1964,Directing,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,NO
1964,Directing,Mary Poppins,NO
1964,Directing,My Fair Lady,YES
1964,Directing,Zorba the Greek,NO
1964,Documentary (Feature),The Finest Hours,NO
1964,Documentary (Feature),Four Days in November,NO
1964,Documentary (Feature),The Human Dutch,NO
1964,Documentary (Feature),Jacques-Yves Cousteau's World without Sun,YES
1964,Documentary (Feature),"Over There, 1914-18",NO
1964,Documentary (Short Subject),Breaking the Habit,NO
1964,Documentary (Short Subject),Children Without,NO
1964,Documentary (Short Subject),Kenojuak,NO
1964,Documentary (Short Subject),Nine from Little Rock,YES
1964,Documentary (Short Subject),140 Days under the World,NO
1964,Film Editing,Becket,NO
1964,Film Editing,Father Goose,NO
1964,Film Editing,"Hush...Hush, Sweet Charlotte",NO
1964,Film Editing,Mary Poppins,YES
1964,Film Editing,My Fair Lady,NO
1964,Foreign Language Film,Raven's End,NO
1964,Foreign Language Film,Sallah,NO
1964,Foreign Language Film,The Umbrellas of Cherbourg,NO
1964,Foreign Language Film,Woman in the Dunes,NO
1964,Foreign Language Film,"Yesterday, Today and Tomorrow",YES
1964,Makeup,To William Tuttle for his outstanding make-up achievement for 7 Faces of Dr. Lao.,YES
1964,Music (Scoring),Becket,NO
1964,Music (Scoring),The Fall of the Roman Empire,NO
1964,Music (Scoring),"Hush...Hush, Sweet Charlotte",NO
1964,Music (Scoring),Mary Poppins,YES
1964,Music (Scoring),The Pink Panther,NO
1964,Music (Scoring),A Hard Day's Night,NO
1964,Music (Scoring),Mary Poppins,NO
1964,Music (Scoring),My Fair Lady,YES
1964,Music (Scoring),Robin and the 7 Hoods,NO
1964,Music (Scoring),The Unsinkable Molly Brown,NO
1964,Music (Song),Mary Poppins,YES
1964,Music (Song),Dear Heart,NO
1964,Music (Song),"Hush...Hush, Sweet Charlotte",NO
1964,Music (Song),Robin and the 7 Hoods,NO
1964,Music (Song),Where Love Has Gone,NO
1964,Best Picture,Becket,NO
1964,Best Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,NO
1964,Best Picture,Mary Poppins,NO
1964,Best Picture,My Fair Lady,YES
1964,Best Picture,Zorba the Greek,NO
1964,Short Film (Animated),Christmas Cracker,NO
1964,Short Film (Animated),How to Avoid Friendship,NO
1964,Short Film (Animated),Nudnik #2,NO
1964,Short Film (Animated),The Pink Phink,YES
1964,Short Film (Live Action),Casals Conducts: 1964,YES
1964,Short Film (Live Action),Help! My Snowman's Burning Down,NO
1964,Short Film (Live Action),The Legend of Jimmy Blue Eyes,NO
1964,Sound,Becket,NO
1964,Sound,Father Goose,NO
1964,Sound,Mary Poppins,NO
1964,Sound,My Fair Lady,YES
1964,Sound,The Unsinkable Molly Brown,NO
1964,Sound Editing,Goldfinger,YES
1964,Sound Editing,The Lively Set,NO
1964,Visual Effects,Mary Poppins,YES
1964,Visual Effects,7 Faces of Dr. Lao,NO
1964,Writing,Becket,YES
1964,Writing,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,NO
1964,Writing,Mary Poppins,NO
1964,Writing,My Fair Lady,NO
1964,Writing,Zorba the Greek,NO
1964,Writing,Father Goose,YES
1964,Writing,A Hard Day's Night,NO
1964,Writing,"One Potato, Two Potato",NO
1964,Writing,The Organizer,NO
1964,Writing,That Man from Rio,NO
1963,Actor -- Leading Role,Tom Jones ,NO
1963,Actor -- Leading Role,This Sporting Life ,NO
1963,Actor -- Leading Role,Cleopatra ,NO
1963,Actor -- Leading Role,Hud ,NO
1963,Actor -- Leading Role,Lilies of the Field ,YES
1963,Actor -- Supporting Role,Twilight of Honor ,NO
1963,Actor -- Supporting Role,"Captain Newman, M.D. ",NO
1963,Actor -- Supporting Role,Hud ,YES
1963,Actor -- Supporting Role,Tom Jones ,NO
1963,Actor -- Supporting Role,The Cardinal ,NO
1963,Actress -- Leading Role,The L-Shaped Room ,NO
1963,Actress -- Leading Role,Irma La Douce ,NO
1963,Actress -- Leading Role,Hud ,YES
1963,Actress -- Leading Role,This Sporting Life ,NO
1963,Actress -- Leading Role,Love with the Proper Stranger ,NO
1963,Actress -- Supporting Role,Tom Jones ,NO
1963,Actress -- Supporting Role,Tom Jones ,NO
1963,Actress -- Supporting Role,Tom Jones ,NO
1963,Actress -- Supporting Role,The V.I.P.s ,YES
1963,Actress -- Supporting Role,Lilies of the Field ,NO
1963,Art Direction,America America,YES
1963,Art Direction,Federico Fellini's 8-1/2,NO
1963,Art Direction,Hud,NO
1963,Art Direction,Love with the Proper Stranger,NO
1963,Art Direction,Twilight of Honor,NO
1963,Art Direction,The Cardinal,NO
1963,Art Direction,Cleopatra,YES
1963,Art Direction,Come Blow Your Horn,NO
1963,Art Direction,How the West Was Won,NO
1963,Art Direction,Tom Jones,NO
1963,Cinematography,The Balcony,NO
1963,Cinematography,The Caretakers,NO
1963,Cinematography,Hud,YES
1963,Cinematography,Lilies of the Field,NO
1963,Cinematography,Love with the Proper Stranger,NO
1963,Cinematography,The Cardinal,NO
1963,Cinematography,Cleopatra,YES
1963,Cinematography,How the West Was Won,NO
1963,Cinematography,Irma La Douce,NO
1963,Cinematography,"It's a Mad, Mad, Mad, Mad World",NO
1963,Costume Design,Federico Fellini's 8-1/2,YES
1963,Costume Design,Love with the Proper Stranger,NO
1963,Costume Design,The Stripper,NO
1963,Costume Design,Toys in the Attic,NO
1963,Costume Design,Wives and Lovers,NO
1963,Costume Design,The Cardinal,NO
1963,Costume Design,Cleopatra,YES
1963,Costume Design,How the West Was Won,NO
1963,Costume Design,The Leopard,NO
1963,Costume Design,A New Kind of Love,NO
1963,Directing,America America,NO
1963,Directing,The Cardinal,NO
1963,Directing,Federico Fellini's 8-1/2,NO
1963,Directing,Hud,NO
1963,Directing,Tom Jones,YES
1963,Documentary (Feature),Le Maillon et la Chaine (The Link and the Chain),NO
1963,Documentary (Feature),Robert Frost: A Lover's Quarrel with the World,YES
1963,Documentary (Feature),Terminus,NO
1963,Documentary (Feature),The Yanks Are Coming,NO
1963,Documentary (Short Subject),Chagall,YES
1963,Documentary (Short Subject),The Five Cities of June,NO
1963,Documentary (Short Subject),The Spirit of America,NO
1963,Documentary (Short Subject),Thirty Million Letters,NO
1963,Documentary (Short Subject),To Live Again,NO
1963,Film Editing,The Cardinal,NO
1963,Film Editing,Cleopatra,NO
1963,Film Editing,The Great Escape,NO
1963,Film Editing,How the West Was Won,YES
1963,Film Editing,"It's a Mad, Mad, Mad, Mad World",NO
1963,Foreign Language Film,Federico Fellini's 8-1/2,YES
1963,Foreign Language Film,Knife in the Water,NO
1963,Foreign Language Film,Los Tarantos,NO
1963,Foreign Language Film,The Red Lanterns,NO
1963,Foreign Language Film,Twin Sisters of Kyoto,NO
1963,Music (Scoring),Cleopatra,NO
1963,Music (Scoring),55 Days at Peking,NO
1963,Music (Scoring),How the West Was Won,NO
1963,Music (Scoring),"It's a Mad, Mad, Mad, Mad World",NO
1963,Music (Scoring),Tom Jones,YES
1963,Music (Scoring),Bye Bye Birdie,NO
1963,Music (Scoring),Irma La Douce,YES
1963,Music (Scoring),A New Kind of Love,NO
1963,Music (Scoring),Sundays and Cybele,NO
1963,Music (Scoring),The Sword in the Stone,NO
1963,Music (Song),Papa's Delicate Condition,YES
1963,Music (Song),Charade,NO
1963,Music (Song),"It's a Mad, Mad, Mad, Mad World",NO
1963,Music (Song),Mondo Cane,NO
1963,Music (Song),55 Days at Peking,NO
1963,Best Picture,America America,NO
1963,Best Picture,Cleopatra,NO
1963,Best Picture,How the West Was Won,NO
1963,Best Picture,Lilies of the Field,NO
1963,Best Picture,Tom Jones,YES
1963,Short Film (Animated),Automania 2000,NO
1963,Short Film (Animated),The Critic,YES
1963,Short Film (Animated),The Game (Igra),NO
1963,Short Film (Animated),My Financial Career,NO
1963,Short Film (Animated),Pianissimo,NO
1963,Short Film (Live Action),The Concert,NO
1963,Short Film (Live Action),Home-Made Car,NO
1963,Short Film (Live Action),An Occurrence at Owl Creek Bridge,YES
1963,Short Film (Live Action),Six-Sided Triangle,NO
1963,Short Film (Live Action),That's Me,NO
1963,Sound,Bye Bye Birdie,NO
1963,Sound,"Captain Newman, M.D.",NO
1963,Sound,Cleopatra,NO
1963,Sound,How the West Was Won,YES
1963,Sound,"It's a Mad, Mad, Mad, Mad World",NO
1963,Sound Editing,A Gathering of Eagles,NO
1963,Sound Editing,"It's a Mad, Mad, Mad, Mad World",YES
1963,Visual Effects,The Birds,NO
1963,Visual Effects,Cleopatra,YES
1963,Writing,"Captain Newman, M.D.",NO
1963,Writing,Hud,NO
1963,Writing,Lilies of the Field,NO
1963,Writing,Sundays and Cybele,NO
1963,Writing,Tom Jones,YES
1963,Writing,America America,NO
1963,Writing,Federico Fellini's 8-1/2,NO
1963,Writing,The Four Days of Naples,NO
1963,Writing,How the West Was Won,YES
1963,Writing,Love with the Proper Stranger,NO
1962,Actor -- Leading Role,Birdman of Alcatraz ,NO
1962,Actor -- Leading Role,Days of Wine and Roses ,NO
1962,Actor -- Leading Role,Divorce--Italian Style ,NO
1962,Actor -- Leading Role,Lawrence of Arabia ,NO
1962,Actor -- Leading Role,To Kill a Mockingbird ,YES
1962,Actor -- Supporting Role,Sweet Bird of Youth ,YES
1962,Actor -- Supporting Role,What Ever Happened to Baby Jane? ,NO
1962,Actor -- Supporting Role,Birdman of Alcatraz ,NO
1962,Actor -- Supporting Role,Lawrence of Arabia ,NO
1962,Actor -- Supporting Role,Billy Budd ,NO
1962,Actress -- Leading Role,The Miracle Worker ,YES
1962,Actress -- Leading Role,What Ever Happened to Baby Jane? ,NO
1962,Actress -- Leading Role,Long Day's Journey into Night ,NO
1962,Actress -- Leading Role,Sweet Bird of Youth ,NO
1962,Actress -- Leading Role,Days of Wine and Roses ,NO
1962,Actress -- Supporting Role,To Kill a Mockingbird ,NO
1962,Actress -- Supporting Role,The Miracle Worker ,YES
1962,Actress -- Supporting Role,Sweet Bird of Youth ,NO
1962,Actress -- Supporting Role,The Manchurian Candidate ,NO
1962,Actress -- Supporting Role,Birdman of Alcatraz ,NO
1962,Art Direction,Days of Wine and Roses,NO
1962,Art Direction,The Longest Day,NO
1962,Art Direction,Period of Adjustment,NO
1962,Art Direction,The Pigeon That Took Rome,NO
1962,Art Direction,To Kill a Mockingbird,YES
1962,Art Direction,Lawrence of Arabia,YES
1962,Art Direction,Meredith Willson's The Music Man,NO
1962,Art Direction,Mutiny on the Bounty,NO
1962,Art Direction,That Touch of Mink,NO
1962,Art Direction,The Wonderful World of the Brothers Grimm,NO
1962,Cinematography,Birdman of Alcatraz,NO
1962,Cinematography,The Longest Day,YES
1962,Cinematography,To Kill a Mockingbird,NO
1962,Cinematography,Two for the Seesaw,NO
1962,Cinematography,What Ever Happened to Baby Jane?,NO
1962,Cinematography,Gypsy,NO
1962,Cinematography,Hatari!,NO
1962,Cinematography,Lawrence of Arabia,YES
1962,Cinematography,Mutiny on the Bounty,NO
1962,Cinematography,The Wonderful World of the Brothers Grimm,NO
1962,Costume Design,Days of Wine and Roses,NO
1962,Costume Design,The Man Who Shot Liberty Valance,NO
1962,Costume Design,The Miracle Worker,NO
1962,Costume Design,Phaedra,NO
1962,Costume Design,What Ever Happened to Baby Jane?,YES
1962,Costume Design,Bon Voyage!,NO
1962,Costume Design,Gypsy,NO
1962,Costume Design,Meredith Willson's The Music Man,NO
1962,Costume Design,My Geisha,NO
1962,Costume Design,The Wonderful World of the Brothers Grimm,YES
1962,Directing,David and Lisa,NO
1962,Directing,Divorce--Italian Style,NO
1962,Directing,Lawrence of Arabia,YES
1962,Directing,The Miracle Worker,NO
1962,Directing,To Kill a Mockingbird,NO
1962,Documentary (Feature),Alvorada (Brazil's Changing Face),NO
1962,Documentary (Feature),Black Fox,YES
1962,Documentary (Short Subject),Dylan Thomas,YES
1962,Documentary (Short Subject),The John Glenn Story,NO
1962,Documentary (Short Subject),The Road to the Wall,NO
1962,Film Editing,Lawrence of Arabia,YES
1962,Film Editing,The Longest Day,NO
1962,Film Editing,The Manchurian Candidate,NO
1962,Film Editing,Meredith Willson's The Music Man,NO
1962,Film Editing,Mutiny on the Bounty,NO
1962,Foreign Language Film,Electra,NO
1962,Foreign Language Film,The Four Days of Naples,NO
1962,Foreign Language Film,Keeper of Promises (The Given Word),NO
1962,Foreign Language Film,Sundays and Cybele,YES
1962,Foreign Language Film,Tlayucan,NO
1962,Music (Scoring),Freud,NO
1962,Music (Scoring),Lawrence of Arabia,YES
1962,Music (Scoring),Mutiny on the Bounty,NO
1962,Music (Scoring),Taras Bulba,NO
1962,Music (Scoring),To Kill a Mockingbird,NO
1962,Music (Scoring),Billy Rose's Jumbo,NO
1962,Music (Scoring),Gigot,NO
1962,Music (Scoring),Gypsy,NO
1962,Music (Scoring),Meredith Willson's The Music Man,YES
1962,Music (Scoring),The Wonderful World of the Brothers Grimm,NO
1962,Music (Song),Days of Wine and Roses,YES
1962,Music (Song),Mutiny on the Bounty,NO
1962,Music (Song),Two for the Seesaw,NO
1962,Music (Song),Tender Is the Night,NO
1962,Music (Song),Walk on the Wild Side,NO
1962,Best Picture,Lawrence of Arabia,YES
1962,Best Picture,The Longest Day,NO
1962,Best Picture,Meredith Willson's The Music Man,NO
1962,Best Picture,Mutiny on the Bounty,NO
1962,Best Picture,To Kill a Mockingbird,NO
1962,Short Film (Animated),The Hole,YES
1962,Short Film (Animated),Icarus Montgolfier Wright,NO
1962,Short Film (Animated),Now Hear This,NO
1962,Short Film (Animated),Self Defense--For Cowards,NO
1962,Short Film (Animated),Symposium on Popular Songs,NO
1962,Short Film (Live Action),Big City Blues,NO
1962,Short Film (Live Action),The Cadillac,NO
1962,Short Film (Live Action),The Cliff Dwellers (formerly titled 'One Plus One'),NO
1962,Short Film (Live Action),Heureux Anniversaire (Happy Anniversary),YES
1962,Short Film (Live Action),Pan,NO
1962,Sound,Bon Voyage!,NO
1962,Sound,Lawrence of Arabia,YES
1962,Sound,Meredith Willson's The Music Man,NO
1962,Sound,That Touch of Mink,NO
1962,Sound,What Ever Happened to Baby Jane?,NO
1962,Writing,David and Lisa,NO
1962,Writing,Lawrence of Arabia,NO
1962,Writing,Lolita,NO
1962,Writing,The Miracle Worker,NO
1962,Writing,To Kill a Mockingbird,YES
1962,Writing,Divorce--Italian Style,YES
1962,Writing,Freud,NO
1962,Writing,Last Year at Marienbad,NO
1962,Writing,That Touch of Mink,NO
1962,Writing,Through a Glass Darkly,NO
1962,Special Effects (archaic category),The Longest Day,YES
1962,Special Effects (archaic category),Mutiny on the Bounty,NO
1961,Actor -- Leading Role,Fanny ,NO
1961,Actor -- Leading Role,The Hustler ,NO
1961,Actor -- Leading Role,Judgment at Nuremberg ,YES
1961,Actor -- Leading Role,Judgment at Nuremberg ,NO
1961,Actor -- Leading Role,The Mark ,NO
1961,Actor -- Supporting Role,West Side Story ,YES
1961,Actor -- Supporting Role,Judgment at Nuremberg ,NO
1961,Actor -- Supporting Role,Pocketful of Miracles ,NO
1961,Actor -- Supporting Role,The Hustler ,NO
1961,Actor -- Supporting Role,The Hustler ,NO
1961,Actress -- Leading Role,Breakfast at Tiffany's ,NO
1961,Actress -- Leading Role,The Hustler ,NO
1961,Actress -- Leading Role,Two Women ,YES
1961,Actress -- Leading Role,Summer and Smoke ,NO
1961,Actress -- Leading Role,Splendor in the Grass ,NO
1961,Actress -- Supporting Role,The Children's Hour ,NO
1961,Actress -- Supporting Role,Judgment at Nuremberg ,NO
1961,Actress -- Supporting Role,The Roman Spring of Mrs. Stone ,NO
1961,Actress -- Supporting Role,Summer and Smoke ,NO
1961,Actress -- Supporting Role,West Side Story ,YES
1961,Art Direction,The Absent Minded Professor,NO
1961,Art Direction,The Children's Hour,NO
1961,Art Direction,The Hustler,YES
1961,Art Direction,Judgment at Nuremberg,NO
1961,Art Direction,La Dolce Vita,NO
1961,Art Direction,Breakfast at Tiffany's,NO
1961,Art Direction,El Cid,NO
1961,Art Direction,Flower Drum Song,NO
1961,Art Direction,Summer and Smoke,NO
1961,Art Direction,West Side Story,YES
1961,Cinematography,The Absent Minded Professor,NO
1961,Cinematography,The Children's Hour,NO
1961,Cinematography,The Hustler,YES
1961,Cinematography,Judgment at Nuremberg,NO
1961,Cinematography,"One, Two, Three",NO
1961,Cinematography,Fanny,NO
1961,Cinematography,Flower Drum Song,NO
1961,Cinematography,A Majority of One,NO
1961,Cinematography,One-Eyed Jacks,NO
1961,Cinematography,West Side Story,YES
1961,Costume Design,The Children's Hour,NO
1961,Costume Design,Claudelle Inglish,NO
1961,Costume Design,Judgment at Nuremberg,NO
1961,Costume Design,La Dolce Vita,YES
1961,Costume Design,Yojimbo,NO
1961,Costume Design,Babes in Toyland,NO
1961,Costume Design,Back Street,NO
1961,Costume Design,Flower Drum Song,NO
1961,Costume Design,Pocketful of Miracles,NO
1961,Costume Design,West Side Story,YES
1961,Directing,The Guns of Navarone,NO
1961,Directing,The Hustler,NO
1961,Directing,Judgment at Nuremberg,NO
1961,Directing,La Dolce Vita,NO
1961,Directing,West Side Story,YES
1961,Documentary (Feature),La Grande Olimpiade (Olympic Games 1960),NO
1961,Documentary (Feature),Le Ciel et la Boue (Sky Above and Mud Beneath),YES
1961,Documentary (Short Subject),Breaking the Language Barrier,NO
1961,Documentary (Short Subject),Cradle of Genius,NO
1961,Documentary (Short Subject),Kahl,NO
1961,Documentary (Short Subject),L'Uomo in Grigio (The Man in Gray),NO
1961,Documentary (Short Subject),Project Hope,YES
1961,Film Editing,Fanny,NO
1961,Film Editing,The Guns of Navarone,NO
1961,Film Editing,Judgment at Nuremberg,NO
1961,Film Editing,The Parent Trap,NO
1961,Film Editing,West Side Story,YES
1961,Foreign Language Film,Harry and the Butler,NO
1961,Foreign Language Film,Immortal Love,NO
1961,Foreign Language Film,The Important Man,NO
1961,Foreign Language Film,Placido,NO
1961,Foreign Language Film,Through a Glass Darkly,YES
1961,Music (Scoring),Breakfast at Tiffany's,YES
1961,Music (Scoring),El Cid,NO
1961,Music (Scoring),Fanny,NO
1961,Music (Scoring),The Guns of Navarone,NO
1961,Music (Scoring),Summer and Smoke,NO
1961,Music (Scoring),Babes in Toyland,NO
1961,Music (Scoring),Flower Drum Song,NO
1961,Music (Scoring),Khovanshchina,NO
1961,Music (Scoring),Paris Blues,NO
1961,Music (Scoring),West Side Story,YES
1961,Music (Song),Bachelor in Paradise,NO
1961,Music (Song),El Cid,NO
1961,Music (Song),Breakfast at Tiffany's,YES
1961,Music (Song),Pocketful of Miracles,NO
1961,Music (Song),Town without Pity,NO
1961,Best Picture,Fanny,NO
1961,Best Picture,The Guns of Navarone,NO
1961,Best Picture,The Hustler,NO
1961,Best Picture,Judgment at Nuremberg,NO
1961,Best Picture,West Side Story,YES
1961,Short Film (Animated),Aquamania,NO
1961,Short Film (Animated),Beep Prepared,NO
1961,Short Film (Animated),Ersatz (The Substitute),YES
1961,Short Film (Animated),Nelly's Folly,NO
1961,Short Film (Animated),The Pied Piper of Guadalupe,NO
1961,Short Film (Live Action),Ballon Vole (Play Ball!),NO
1961,Short Film (Live Action),The Face of Jesus,NO
1961,Short Film (Live Action),Rooftops of New York,NO
1961,Short Film (Live Action),Seawards the Great Ships,YES
1961,Short Film (Live Action),"Very Nice, Very Nice",NO
1961,Sound,The Children's Hour,NO
1961,Sound,Flower Drum Song,NO
